timestamp,RPM,SPEED,COOLANT_TEMP,ENGINE_LOAD,THROTTLE_POS,INTAKE_TEMP,MAF,FUEL_PRESSURE,TIMING_ADVANCE,SHORT_FUEL_TRIM_1,LONG_FUEL_TRIM_1,O2_B1S1,FUEL_STATUS,RUN_TIME,DISTANCE_W_MIL,BAROMETRIC_PRESSURE,CONTROL_MODULE_VOLTAGE,AMBIENT_AIR_TEMP,FUEL_LEVEL
2024-06-15T07:30:05.250,1093.02,1.65,25.28,24.07,13.38,23.37,2.72,376.32,14.36,-5.79,5.27,0.77,2,5.2,85.0,101.21,14.06,20.16,70.8
2024-06-15T07:30:05.500,1108.9,1.32,25.28,23.71,13.78,23.36,3.33,367.75,13.35,0.08,5.38,0.5,2,5.5,85.0,101.07,14.05,20.02,70.8
2024-06-15T07:30:05.750,1084.05,0.49,25.25,24.45,14.24,23.01,3.16,366.54,13.0,-0.24,5.18,0.17,2,5.8,85.0,101.05,14.16,20.08,70.8
2024-06-15T07:30:06.000,1124.09,0.59,24.47,22.92,14.12,22.76,3.26,369.21,13.35,-1.22,5.18,0.5,2,6.0,85.0,101.08,14.1,20.12,70.8
2024-06-15T07:30:06.250,1124.19,0,24.21,24.72,14.83,23.63,3.46,377.54,14.27,1.7,5.31,0.85,2,6.2,85.0,101.15,13.84,19.87,70.8
2024-06-15T07:30:06.500,1090.87,0.19,24.31,24.8,15.4,23.12,2.91,376.23,14.5,2.29,5.19,0.64,2,6.5,85.0,101.19,13.83,20.06,70.8
2024-06-15T07:30:06.750,1079.42,0,24.09,24.31,14.67,21.15,3.38,371.79,14.95,2.4,5.55,0.21,2,6.8,85.0,101.01,14.08,20.06,70.8
2024-06-15T07:30:07.000,1050.3,0,23.42,27.47,14.02,24.02,3.29,382.2,12.6,-0.78,5.69,0.57,2,7.0,85.0,101.17,14.09,19.97,70.8
2024-06-15T07:30:07.250,1044.61,0.53,23.18,29.28,13.52,21.51,3.51,380.94,12.14,-4.61,5.94,0.82,2,7.2,85.0,100.96,14.0,19.92,70.8
2024-06-15T07:30:07.500,1060.03,0.85,24.11,29.12,13.27,23.38,3.61,376.38,12.95,-5.7,5.8,0.52,2,7.5,85.0,101.22,13.99,20.05,70.8
2024-06-15T07:30:07.750,1085.14,0.24,25.29,31.99,14.19,22.64,3.98,388.25,14.75,-3.92,5.95,0.11,2,7.8,85.0,100.98,14.0,20.14,70.8
2024-06-15T07:30:08.000,1095.51,0,24.95,31.48,14.4,21.72,3.97,380.39,11.69,1.22,5.85,0.4,2,8.0,85.0,100.93,13.91,20.18,70.8
2024-06-15T07:30:08.250,1070.59,0,25.11,31.22,13.01,23.06,3.9,377.7,13.7,-1.19,6.26,0.79,2,8.2,85.0,101.04,13.9,20.0,70.8
2024-06-15T07:30:08.500,1096.93,0,25.88,30.57,14.72,23.31,3.62,380.64,10.11,-4.35,6.39,0.5,2,8.5,85.0,101.13,14.06,20.06,70.8
2024-06-15T07:30:08.750,1104.13,0.43,26.17,29.41,14.6,23.6,4.25,382.91,14.04,-9.22,6.05,0.14,2,8.8,85.0,100.99,14.05,19.88,70.8
2024-06-15T07:30:09.000,1120.52,0.04,26.24,30.33,14.76,23.18,4.03,372.5,14.87,-6.73,5.82,0.58,2,9.0,85.0,101.1,14.14,19.93,70.8
2024-06-15T07:30:09.250,1144.25,0,26.87,31.66,13.46,23.11,4.49,384.25,12.57,-11.34,5.66,0.79,2,9.2,85.0,101.05,14.18,19.96,70.8
2024-06-15T07:30:09.500,1116.99,0,26.68,34.42,13.17,22.53,4.92,385.5,13.32,-12,5.49,0.4,2,9.5,85.0,101.28,13.93,19.81,70.8
2024-06-15T07:30:09.750,1131.18,0.52,26.57,33.0,12.51,22.82,5.15,380.19,13.47,-11.06,5.68,0.23,2,9.8,85.0,101.15,14.07,19.99,70.8
2024-06-15T07:30:10.000,1083.76,0.39,27.02,32.32,11.73,23.98,4.44,379.76,14.38,-11.03,5.61,0.51,2,10.0,85.0,101.16,13.98,19.92,70.8
2024-06-15T07:30:10.250,1128.68,0,27.84,31.57,11.37,24.33,3.75,377.23,14.2,-12,5.62,0.81,2,10.2,85.0,101.32,14.12,19.84,70.8
2024-06-15T07:30:10.500,1112.76,0.41,28.69,29.37,11.1,22.98,3.93,384.24,14.91,-12,5.73,0.58,2,10.5,85.0,101.09,13.86,20.05,70.8
2024-06-15T07:30:10.750,1113.14,1.72,28.89,27.58,12.74,24.72,3.91,373.11,13.43,-12,5.49,0.14,2,10.8,85.0,101.3,13.99,20.09,70.8
2024-06-15T07:30:11.000,1098.89,1.89,28.79,29.9,13.12,25.26,4.02,380.51,12.27,-10.96,5.29,0.45,2,11.0,85.0,101.08,13.94,20.04,70.8
2024-06-15T07:30:11.250,1065.75,1.05,28.48,29.77,14.05,24.17,3.93,377.26,13.32,-11.96,5.18,0.81,2,11.2,85.0,101.03,14.05,20.12,70.8
2024-06-15T07:30:11.500,1103.03,1.19,29.08,30.01,13.93,24.6,4.03,386.27,13.6,-12,5.53,0.49,2,11.5,85.0,101.03,14.15,19.95,70.8
2024-06-15T07:30:11.750,1120.8,1.27,29.43,32.95,14.59,24.9,4.33,386.27,12.91,-7.75,5.9,0.16,2,11.8,85.0,101.17,14.11,19.94,70.8
2024-06-15T07:30:12.000,1080.89,1.4,29.5,34.41,13.92,24.11,4.41,382.29,14.45,-3.7,5.92,0.54,2,12.0,85.0,101.25,13.9,19.92,70.8
2024-06-15T07:30:12.250,1062.34,2.01,28.56,35.19,14.16,23.52,4.45,380.9,13.78,-6.24,5.84,0.85,2,12.2,85.0,101.1,13.97,19.98,70.8
2024-06-15T07:30:12.500,1017.26,1.59,28.41,31.77,12.46,24.14,3.68,382.98,12.71,-7.52,5.95,0.49,2,12.5,85.0,101.07,13.93,20.11,70.8
2024-06-15T07:30:12.750,1040.41,1.42,28.95,32.68,13.02,25.26,4.29,388.54,9.03,-9.11,6.24,0.1,2,12.8,85.0,100.96,13.83,19.97,70.8
2024-06-15T07:30:13.000,1025.22,1.73,29.09,31.86,12.91,24.48,3.74,382.5,12.16,-6.28,6.27,0.54,2,13.0,85.0,100.94,13.89,20.11,70.8
2024-06-15T07:30:13.250,1022.17,2.03,29.04,34.65,13.27,24.68,4.37,387.36,11.28,-9.53,6.36,0.89,2,13.2,85.0,101.01,14.12,19.92,70.8
2024-06-15T07:30:13.500,1035.56,1.81,29.28,34.49,13.3,24.45,4.63,383.58,10.72,-3.3,6.13,0.56,2,13.5,85.0,101.22,14.21,19.82,70.8
2024-06-15T07:30:13.750,998.07,0.46,29.66,34.52,14.9,23.3,4.28,386.45,13.84,-2.01,6.45,0.1,2,13.8,85.0,100.93,14.29,19.99,70.8
2024-06-15T07:30:14.000,1014.17,0.16,29.9,34.7,17.16,23.92,4.19,390.1,13.88,3.99,6.4,0.51,2,14.0,85.0,101.06,13.98,19.97,70.8
2024-06-15T07:30:14.250,973.99,0.13,29.49,35.73,15.97,24.53,4.36,380.61,12.16,3.36,6.36,0.85,2,14.2,85.0,101.07,14.17,20.0,70.8
2024-06-15T07:30:14.500,999.19,0,30.32,35.51,14.59,24.8,4.51,387.47,14.44,1.79,5.97,0.42,2,14.5,85.0,101.14,13.89,20.05,70.8
2024-06-15T07:30:14.750,1002.57,0.01,30.31,35.63,14.59,25.22,4.49,384.77,11.27,4.73,5.82,0.14,2,14.8,85.0,101.17,14.03,19.93,70.8
2024-06-15T07:30:15.000,984.26,0.94,30.43,32.56,14.24,24.33,3.98,380.89,10.91,3.33,5.69,0.5,2,15.0,85.0,101.13,14.16,19.88,70.8
2024-06-15T07:30:15.250,1000.47,0.5,30.15,30.99,15.04,25.99,3.17,375.96,12.34,6.38,5.87,0.83,2,15.2,85.0,101.2,13.93,20.01,70.8
2024-06-15T07:30:15.500,987.05,1.04,31.0,30.24,15.64,24.17,3.53,381.76,14.13,4.63,6.32,0.5,2,15.5,85.0,101.08,14.01,19.98,70.8
2024-06-15T07:30:15.750,966.19,1.38,31.43,31.53,15.69,24.93,3.17,382.98,12.16,7.75,5.98,0.12,2,15.8,85.0,101.09,14.1,20.09,70.8
2024-06-15T07:30:16.000,956.02,1.05,31.47,27.29,16.6,23.89,2.97,378.67,10.76,7.52,5.81,0.46,2,16.0,85.0,101.1,13.92,19.96,70.8
2024-06-15T07:30:16.250,954.07,1.08,32.04,27.33,15.65,25.23,3.01,372.19,13.31,8.74,5.87,0.82,2,16.2,85.0,101.2,13.98,20.04,70.8
2024-06-15T07:30:16.500,982.67,1.06,32.26,26.6,14.72,25.52,3.08,378.71,14.33,2.69,5.84,0.55,2,16.5,85.0,101.07,14.01,20.07,70.8
2024-06-15T07:30:16.750,991.95,0.89,32.09,28.45,14.64,26.22,3.22,377.17,14.92,1.89,5.73,0.13,2,16.8,85.0,101.16,14.03,20.06,70.8
2024-06-15T07:30:17.000,1000.2,1.12,32.55,25.85,13.45,25.45,3.03,378.76,14.29,2.7,5.78,0.44,2,17.0,85.0,101.2,13.92,19.98,70.8
2024-06-15T07:30:17.250,969.73,1.57,32.34,23.15,12.98,26.68,2.74,370.76,14.27,3.16,5.84,0.86,2,17.2,85.0,101.08,13.82,19.75,70.8
2024-06-15T07:30:17.500,979.99,0.81,32.33,25.48,14.45,25.07,3.33,370.62,13.62,3.8,5.96,0.47,2,17.5,85.0,101.07,14.07,20.09,70.8
2024-06-15T07:30:17.750,955.55,1.11,32.38,25.13,12.52,25.41,2.65,369.45,13.97,3.87,6.16,0.14,2,17.8,85.0,101.18,14.05,19.97,70.8
2024-06-15T07:30:18.000,977.48,1.3,33.09,24.33,14.68,25.88,2.78,375.17,13.6,5.42,6.0,0.52,2,18.0,85.0,101.22,13.8,20.13,70.8
2024-06-15T07:30:18.250,945.8,0.41,33.48,25.24,13.14,26.63,2.69,376.38,12.25,9.71,5.78,0.85,2,18.2,85.0,100.95,14.02,19.95,70.8
2024-06-15T07:30:18.500,962.45,0.38,33.17,22.22,12.61,25.93,2.53,372.64,14.51,9.92,5.93,0.47,2,18.5,85.0,101.02,13.98,19.95,70.8
2024-06-15T07:30:18.750,989.39,0.43,33.63,24.66,12.27,25.87,3.1,378.26,12.38,10.34,6.1,0.12,2,18.8,85.0,101.18,13.93,20.18,70.8
2024-06-15T07:30:19.000,1052.28,0.91,33.19,25.05,14.83,25.87,3.29,372.29,13.07,12.14,5.98,0.52,2,19.0,85.0,100.96,13.9,19.87,70.8
2024-06-15T07:30:19.250,1086.45,0.44,33.23,28.91,13.93,25.69,3.94,373.7,14.69,10.57,5.86,0.77,2,19.2,85.0,101.05,14.04,19.88,70.8
2024-06-15T07:30:19.500,1083.95,0.15,33.7,27.51,15.17,26.51,3.65,382.87,12.96,10.58,6.4,0.51,2,19.5,85.0,101.15,13.76,20.02,70.8
2024-06-15T07:30:19.750,1071.33,0,33.73,30.03,13.2,25.88,3.61,371.87,12.55,8.65,6.65,0.2,2,19.8,85.0,101.01,14.02,19.94,70.8
2024-06-15T07:30:20.000,1073.73,0.91,34.06,29.47,11.94,25.63,4.11,372.08,11.34,8.38,6.83,0.45,2,20.0,85.0,101.16,13.93,20.01,70.8
2024-06-15T07:30:20.250,1077.7,1.07,33.75,25.58,12.72,25.69,3.32,374.34,12.62,4.27,6.85,0.9,2,20.2,85.0,101.04,14.06,20.09,70.7
2024-06-15T07:30:20.500,1059.81,0.15,33.75,29.73,14.35,25.85,4.24,365.69,13.18,6.03,6.83,0.48,2,20.5,85.0,100.92,13.99,20.21,70.7
2024-06-15T07:30:20.750,1033.58,0.53,33.9,28.52,14.82,25.96,3.39,370.03,12.28,9.14,7.17,0.21,2,20.8,85.0,101.24,14.37,19.91,70.7
2024-06-15T07:30:21.000,1015.65,0.51,34.05,30.07,14.08,26.4,3.58,381.95,13.99,5.98,7.45,0.52,2,21.0,85.0,101.15,14.15,19.94,70.7
2024-06-15T07:30:21.250,1001.83,0,34.68,32.31,13.44,27.03,3.89,382.16,13.38,4.16,7.15,0.87,2,21.2,85.0,101.0,13.99,19.89,70.7
2024-06-15T07:30:21.500,961.83,0,34.86,31.28,13.04,26.33,3.43,379.15,10.24,1.42,7.24,0.53,2,21.5,85.0,100.95,13.97,20.0,70.7
2024-06-15T07:30:21.750,991.11,0,34.91,29.75,13.7,25.12,3.49,380.0,11.41,0.58,7.29,0.14,2,21.8,85.0,101.07,14.02,20.02,70.7
2024-06-15T07:30:22.000,991.71,0,35.07,27.23,11.89,25.26,3.27,379.3,13.0,-4.75,7.01,0.55,2,22.0,85.0,100.96,14.2,19.98,70.7
2024-06-15T07:30:22.250,970.61,0.71,36.38,30.02,10.94,26.93,3.0,378.0,13.29,-1.54,7.04,0.9,2,22.2,85.0,101.16,13.64,19.93,70.7
2024-06-15T07:30:22.500,957.99,1.09,36.19,30.03,12.58,26.99,3.65,373.54,12.39,-2.38,7.1,0.55,2,22.5,85.0,100.95,13.98,20.15,70.7
2024-06-15T07:30:22.750,929.82,1.07,36.0,32.62,12.6,25.8,3.05,383.64,11.2,-1.25,7.17,0.17,2,22.8,85.0,101.23,13.87,20.02,70.7
2024-06-15T07:30:23.000,966.4,0.65,36.1,36.56,13.72,27.95,4.08,384.9,12.62,-0.18,7.22,0.56,2,23.0,85.0,101.08,14.09,20.07,70.7
2024-06-15T07:30:23.250,969.39,0.79,35.52,37.53,12.48,26.1,4.7,386.28,12.93,-3.91,7.05,0.9,2,23.2,85.0,100.97,14.03,19.97,70.7
2024-06-15T07:30:23.500,978.14,1.48,35.68,39.06,13.59,27.35,4.27,386.59,11.64,1.06,6.89,0.42,2,23.5,85.0,101.24,14.06,20.07,70.7
2024-06-15T07:30:23.750,975.39,1.22,36.15,37.13,14.55,26.27,4.49,387.28,11.83,-0.93,6.9,0.19,2,23.8,85.0,100.94,14.02,19.94,70.7
2024-06-15T07:30:24.000,949.98,1.28,36.6,35.41,13.65,26.5,4.09,383.15,12.13,-2.91,6.77,0.48,2,24.0,85.0,101.01,13.95,20.03,70.7
2024-06-15T07:30:24.250,988.43,1.73,37.89,32.67,11.62,27.59,3.94,379.99,11.39,-6.34,7.14,0.72,2,24.2,85.0,101.37,13.86,19.98,70.7
2024-06-15T07:30:24.500,1019.16,1.39,38.53,32.3,12.73,27.05,3.8,374.36,11.01,-9.16,7.16,0.5,2,24.5,85.0,101.21,13.9,19.98,70.7
2024-06-15T07:30:24.750,1003.22,1.9,38.59,32.69,14.08,27.0,4.16,383.64,12.05,-5.13,7.11,0.13,2,24.8,85.0,100.92,14.05,20.0,70.7
2024-06-15T07:30:25.000,1013.37,2.18,38.23,30.19,14.92,27.64,3.33,375.41,11.88,-5.29,7.29,0.58,2,25.0,85.0,101.18,14.04,19.97,70.7
2024-06-15T07:30:25.250,995.25,1.69,38.03,28.53,13.43,27.02,3.67,378.4,12.36,-5.4,7.24,0.8,2,25.2,85.0,101.12,14.16,20.06,70.7
2024-06-15T07:30:25.500,981.27,1.04,38.23,33.94,13.05,27.63,4.23,380.48,12.57,-7.58,7.32,0.54,2,25.5,85.0,101.09,13.83,20.16,70.7
2024-06-15T07:30:25.750,944.36,0,38.58,32.81,13.85,27.9,3.78,386.59,12.88,-4.26,6.97,0.1,2,25.8,85.0,100.97,14.12,19.84,70.7
2024-06-15T07:30:26.000,916.17,0.39,38.9,30.56,13.39,26.18,3.56,382.94,11.77,-4.86,6.79,0.61,2,26.0,85.0,101.03,14.08,20.04,70.7
2024-06-15T07:30:26.250,897.52,0.51,38.67,32.96,14.12,28.1,2.96,381.02,13.78,-7.6,6.55,0.74,2,26.2,85.0,101.16,13.86,20.01,70.7
2024-06-15T07:30:26.500,859.58,0.51,39.12,30.18,13.37,28.91,3.57,376.73,12.26,-2.48,6.53,0.46,2,26.5,85.0,101.09,14.11,20.04,70.7
2024-06-15T07:30:26.750,906.15,0.64,39.2,29.93,12.93,27.18,3.08,376.58,11.55,5.23,6.46,0.15,2,26.8,85.0,101.01,14.34,20.05,70.7
2024-06-15T07:30:27.000,925.78,0.59,39.77,28.56,13.84,28.06,2.84,377.87,9.48,8.02,6.35,0.54,2,27.0,85.0,100.96,13.96,19.85,70.7
2024-06-15T07:30:27.250,940.02,0.35,39.75,25.21,13.89,27.21,2.89,382.92,13.81,12.61,6.34,0.84,2,27.2,85.0,101.05,13.98,20.18,70.7
2024-06-15T07:30:27.500,999.69,0,40.06,25.83,13.14,27.43,3.13,373.69,13.34,6.94,6.36,0.51,2,27.5,85.0,100.92,14.02,20.1,70.7
2024-06-15T07:30:27.750,965.31,0,39.42,27.96,14.27,27.4,2.76,374.82,13.54,6.81,6.35,0.12,2,27.8,85.0,101.14,14.06,20.14,70.7
2024-06-15T07:30:28.000,949.49,0.34,39.63,34.07,15.52,27.23,3.85,382.86,13.52,1.18,6.52,0.46,2,28.0,85.0,101.05,13.87,20.01,70.7
2024-06-15T07:30:28.250,960.89,0,39.85,33.75,15.7,28.78,3.79,377.4,11.07,1.34,6.62,0.87,2,28.2,85.0,101.02,13.97,19.96,70.7
2024-06-15T07:30:28.500,959.57,0,40.86,31.57,15.82,27.01,3.75,376.75,13.39,1.44,7.05,0.55,2,28.5,85.0,101.14,13.7,19.92,70.7
2024-06-15T07:30:28.750,951.83,0.64,39.96,27.64,14.94,28.69,2.89,375.28,11.11,4.84,7.11,0.17,2,28.8,85.0,101.18,13.94,19.88,70.7
2024-06-15T07:30:29.000,901.43,1.46,40.39,29.2,15.04,28.38,3.24,371.86,13.17,7.35,7.01,0.51,2,29.0,85.0,101.07,14.15,19.97,70.7
2024-06-15T07:30:29.250,896.09,1.3,40.1,29.84,14.76,27.29,3.63,379.23,13.07,3.18,6.99,0.85,2,29.2,85.0,101.13,14.23,19.87,70.7
2024-06-15T07:30:29.500,906.52,0.13,40.92,29.55,15.09,28.68,3.42,382.95,13.27,2.11,6.47,0.55,2,29.5,85.0,101.23,14.12,19.96,70.7
2024-06-15T07:30:29.750,935.61,0.95,41.29,26.06,13.02,28.19,3.08,374.71,13.05,7.97,6.46,0.12,2,29.8,85.0,101.29,14.05,19.99,70.7
2024-06-15T07:30:30.000,914.89,0.62,41.47,25.38,12.49,28.63,2.46,376.99,13.86,8.11,6.55,0.59,2,30.0,85.0,101.11,13.9,19.97,70.7
2024-06-15T07:30:30.250,864.26,0,42.33,27.82,11.15,29.11,2.9,375.6,13.54,9.54,6.53,0.82,2,30.2,85.0,101.25,13.98,20.05,70.7
2024-06-15T07:30:30.500,872.11,0.18,42.37,27.62,11.48,29.61,3.21,367.41,10.48,10.42,6.73,0.46,2,30.5,85.0,101.13,14.16,20.12,70.7
2024-06-15T07:30:30.750,877.86,0.26,42.31,30.09,12.29,29.14,3.13,378.23,12.43,11.51,6.7,0.1,2,30.8,85.0,100.94,14.06,20.06,70.7
2024-06-15T07:30:31.000,916.18,0.13,42.53,29.66,10.55,29.42,3.7,374.35,11.61,11.38,6.65,0.52,2,31.0,85.0,101.19,14.28,20.18,70.7
2024-06-15T07:30:31.250,922.79,0,42.52,31.97,13.38,29.0,3.72,381.72,14.31,17.35,6.93,0.79,2,31.2,85.0,101.16,13.97,19.99,70.7
2024-06-15T07:30:31.500,915.06,0.23,41.91,32.19,12.46,28.56,3.67,382.51,12.73,10.98,6.82,0.52,2,31.5,85.0,101.25,14.1,19.96,70.7
2024-06-15T07:30:31.750,933.14,0,42.04,33.58,9.59,29.29,3.83,383.19,11.68,8.36,6.98,0.17,2,31.8,85.0,101.29,14.02,19.92,70.7
2024-06-15T07:30:32.000,911.64,0,42.26,33.08,11.0,29.66,3.38,379.84,13.39,5.37,6.88,0.55,2,32.0,85.0,101.08,13.89,19.91,70.7
2024-06-15T07:30:32.250,851.46,0.25,42.01,33.14,9.89,29.26,3.07,379.16,11.04,1.22,6.92,0.85,2,32.2,85.0,101.15,13.96,20.06,70.7
2024-06-15T07:30:32.500,820.34,0.53,42.0,35.54,9.09,29.37,4.2,390.18,10.78,5.13,7.1,0.55,2,32.5,85.0,101.07,14.07,20.06,70.7
2024-06-15T07:30:32.750,824.84,0.3,41.4,36.75,8.99,28.61,3.32,386.02,12.66,2.04,7.2,0.16,2,32.8,85.0,101.17,14.08,20.1,70.7
2024-06-15T07:30:33.000,777.18,0.48,41.55,38.56,7.06,28.19,3.14,387.02,10.58,-0.04,7.32,0.32,2,33.0,85.0,101.22,13.91,20.03,70.7
2024-06-15T07:30:33.250,810.47,0.82,41.17,39.92,8.34,28.57,3.86,390.55,13.56,5.67,7.39,0.79,2,33.2,85.0,101.05,13.78,19.84,70.7
2024-06-15T07:30:33.500,791.59,1.09,41.64,39.04,7.89,28.04,3.65,393.38,11.38,6.18,7.34,0.5,2,33.5,85.0,101.07,14.1,19.98,70.7
2024-06-15T07:30:33.750,799.53,1.59,41.66,41.87,9.75,28.61,4.23,392.25,9.37,7.36,7.42,0.19,2,33.8,85.0,101.14,13.99,19.96,70.7
2024-06-15T07:30:34.000,833.88,1.51,41.49,37.85,9.34,28.37,3.87,381.11,12.37,1.21,7.47,0.58,2,34.0,85.0,100.99,13.94,19.87,70.7
2024-06-15T07:30:34.250,881.35,1.6,43.5,38.41,10.1,29.97,3.82,385.36,11.21,2.49,7.35,0.86,2,34.2,85.0,101.27,14.16,20.15,70.7
2024-06-15T07:30:34.500,844.86,1.97,42.45,34.54,10.22,28.33,3.22,371.98,12.64,-0.89,7.29,0.51,2,34.5,85.0,101.07,13.87,19.88,70.7
2024-06-15T07:30:34.750,858.06,1.43,42.64,36.56,11.17,28.21,3.55,379.02,9.1,-1.76,7.19,0.1,2,34.8,85.0,101.25,13.96,19.81,70.7
2024-06-15T07:30:35.000,883.43,2.2,42.71,32.8,11.23,28.88,3.71,376.74,10.69,-2.36,6.99,0.45,2,35.0,85.0,101.1,13.98,19.84,70.7
2024-06-15T07:30:35.250,888.13,1.96,43.1,29.16,12.58,29.1,2.8,387.22,11.29,-3.32,7.08,0.81,2,35.2,85.0,101.26,13.94,19.95,70.7
2024-06-15T07:30:35.500,872.08,2.19,43.09,30.26,12.96,29.06,3.25,376.39,12.92,-5.21,7.06,0.49,2,35.5,85.0,101.04,14.16,20.09,70.7
2024-06-15T07:30:35.750,860.56,2.78,43.65,38.43,11.1,28.77,4.08,388.82,11.74,-2.03,6.85,0.18,2,35.8,85.0,101.24,14.07,20.22,70.7
2024-06-15T07:30:36.000,886.25,2.05,44.22,39.77,11.48,29.83,4.17,393.98,11.77,-1.14,6.84,0.56,2,36.0,85.0,101.19,13.98,20.06,70.7
2024-06-15T07:30:36.250,903.53,1.98,44.37,37.08,11.92,29.5,3.94,388.8,10.88,1.32,6.85,0.84,2,36.2,85.0,101.03,13.91,20.03,70.7
2024-06-15T07:30:36.500,878.27,1.94,44.05,37.06,12.82,28.99,3.69,387.96,10.79,6.16,7.0,0.46,2,36.5,85.0,101.1,13.9,20.22,70.7
2024-06-15T07:30:36.750,861.61,1.4,44.22,36.7,11.89,29.35,3.5,386.97,10.33,8.11,7.13,0.13,2,36.8,85.0,101.06,14.1,19.84,70.7
2024-06-15T07:30:37.000,857.74,2.11,44.28,31.52,11.47,28.66,3.54,375.67,10.96,8.5,7.26,0.52,2,37.0,85.0,101.08,13.9,20.18,70.7
2024-06-15T07:30:37.250,895.47,2.64,44.58,32.92,12.91,29.98,3.68,385.44,11.68,12.83,7.23,0.82,2,37.2,85.0,100.97,13.85,19.97,70.7
2024-06-15T07:30:37.500,899.39,2.59,45.12,33.43,13.45,29.85,3.06,387.12,11.13,13.35,7.5,0.47,2,37.5,85.0,101.05,13.77,19.98,70.7
